GluteyLegionED,Glutey,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Glutey/characters
,Dragon Curtain,Destiny Leather,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyDex3B.png?scale=1&w=2&h=3&v=808fa9360bda3074d55dce26cc0e823e,058f806b8754e55b18fcc0ef9202be34f0dd84ac49eb8aaa4c9a69afbea7d7a0
,Horror Hold,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,277418f4c5a8346f8661e76e5c7943be0f3b060fd649734cbed02edc6540f27d
,Torment Shelter,Fluted Bascinet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStrDex8.png?scale=1&w=2&h=2&v=e041f1d30cb6e997023b09d2a822b7a6,e834d2bb1415ccd0274dda3376855b5543992e2a551b87cde69ec7a685276bf0
,Havoc Medallion,Three Rat Talisman,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/TalismanRed7.png?scale=1&w=1&h=1&v=8e1b15be8517b0f11f76383f0e0b5e78,e3814659912827ae870ccee8fb19c9f8cf87193db8608bd6d6fa438de97492b1
,,Prophecy Wand,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand6.png?scale=1&w=1&h=3&v=54ba351a078c22737d02dfcec8466585,ec99b947e9f7f473bef9dd279c36506ed99ce3ba46ed6c2b50ddf7a241297f4d
,Storm Chant,Walnut Spirit Shield,Offhand2,https://web.poecdn.com/image/Art/2DItems/Armours/Shields/ShieldInt2.png?scale=1&w=2&h=2&v=f61607beff0c7673614474b800a091d9,f2cea82a505dcba4c214cda2b7471db86a93e77b60577da1bec6e2f1c887146e

KelthLegionOne,kelthalas,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/kelthalas/characters
,Rage Road,Legion Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrInt2.png?scale=1&w=2&h=2&v=9a8ce1f6169c2ad274efc202693b7293,f93efa5a56cd1ba239d2d86d7bd0bf432c627b0075059b9d3734f2a84042fe7b
,Rune Band,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,f8a226e8f9b5db857adc555a238e47c095f3fc246c7166c0f726deef2792ce38
,Pandemonium Ward,Crypt Armour,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyDexInt4C.png?scale=1&w=2&h=3&v=648a82d9c23d1c8e7546b8c3637bbb63,cda7a0eef72586f81745e1ec7c5a3bc54bf0340aa00e8adf9d700b11734c6c4a
,,Superior Tomahawk,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe3.png?scale=1&w=2&h=3&v=b2537cc31a2470a434ee7c8488ed758e,83a5ef9d2563022497723e81022aeaf3559e6d02b9702bfe90b59288bb80fe38
,,Tomahawk,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe3.png?scale=1&w=2&h=3&v=b2537cc31a2470a434ee7c8488ed758e,614f35eb5de24f29661012c0daa1fc56dac7ad0da2007c7b291852f82f0ddff7
,Glyph Blast,Citadel Bow,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow3.png?scale=1&w=2&h=4&v=da52da78a5c580592f9071316832b647,a747f63730ee6ccc62d7c9cfa96a19fcd71d770091625c1ba30e31f2a460d2e5
,Wrath Vise,Murder Mitts,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesDexInt3.png?scale=1&w=2&h=2&v=559c119664070970cfbdc8203425aa76,d2e8268c4e7323e0ccb4ece74b64d4a63637c36590b6a4c5cd6f74aa8e945141
,Rage Heart,Lapis Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet5.png?scale=1&w=1&h=1&v=574b38016f547495a51268177882d5cc,16cefb3b87664eafccd77f5faecdfe1d12ab7bdf96dad2e9ff095db9286792e8
,Dread Grip,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/TopazSapphire.png?scale=1&w=1&h=1&v=b7334698bf04b28f755467f256a3276b,20c73c71d77fc036805a30588c556bfbbc5f20480aaf9966f88969e859827f0b
,Dusk Snare,Leather Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt3.png?scale=1&w=2&h=1&v=a559821037f54c94dae053b90bcea363,4ab2c592dee037ce14b54016826be2284a025b3908a35225ac1ffeb48515539a

NagaPewPew,Nagamon,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Nagamon/characters
,Kraken Medallion,Agate Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/AgateAmulet.png?scale=1&w=1&h=1&v=616cdaa894e5fcb0684cbeab3f90c4bc,5f253a97cad2d5c05a6e0d3c2922e06b0a4f3ece71439dcb5a2f1b445e265bde
,Foe Slippers,Murder Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsDexInt4.png?scale=1&w=2&h=2&v=bfbd6b83d1a5a8dafbae030a0041b5fe,531ef78e5e0d8979bc6f6051dceb9857dd4ce0888d428bc23e1460914df99b0f
,Bramble Whorl,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/TopazRuby.png?scale=1&w=1&h=1&v=0bd3c7197b952981eb21cb0dc278c04d,075bbbb9380f30ca207e29fe17be6f5650afae739515042a3bd1724c2a3cb4f5

Synis_TeamHonk,Aduhn,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Aduhn/characters
,Bramble Nails,Bronzescale Gauntlets,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStrDex3.png?scale=1&w=2&h=2&v=26a9b159a1a53e0cae79d30d6fa50cdd,935916f55e109cb8b83464f90aeec86bef17af92626e6052cf09610d75d7f937
,Plague Loop,Sapphire Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring6.png?scale=1&w=1&h=1&v=23acb19022be4c89b3260db63dd1ca05,965d37574204da353cecf08f366233bda8aae15bf91d63f63a924b56d13a1505
,Horror Slippers,Titan Greaves,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStr4.png?scale=1&w=2&h=2&v=e26e440ce9b34d249004f0c063d3fe12,6d0df0fdbd497a1d721af05f098aed2fc2436af4af62e3d90ccb46331b50a748
,,Opalescent Gouger of Exile,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Claws/Claw3.png?scale=1&w=2&h=2&v=5b15957ce4ee4a4bc0b2849647ec9b78,460fb56043e73a08855c8cd0a63f9f4b46ce8ac4e1da35e7a2ca3798c6ce89f6
,Beast Beads,Jade Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet4.png?scale=1&w=1&h=1&v=cc3ec167ca9ea10dfa05b2d55b5dcf62,736c53bd5bd4bbcd319e7479f26745b45b967b12372f4dce36ac051e4ad7adcc
,Pain Coat,General's Brigandine,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStrDex2C.png?scale=1&w=2&h=3&v=fbff201d996e210231550ff0530d23e3,9abc3b4820e121e135acf85ecc6059a40d1586e7dd4039cd4a748e9b309c6eb1
,Anarchy Locket,Rustic Sash,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt1.png?scale=1&w=2&h=1&v=a40ff49a65beb9e722af0f85159432f1,1fce8736c81d645d1f12ffc84041341d5eaf5d92699f1b3ff93f060dc4bfd946
,,Serrated Siege Axe of Renown,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe3.png?scale=1&w=2&h=3&v=b2537cc31a2470a434ee7c8488ed758e,b2d23652160749f145832b47b041c6642e63af11dc21f3aac98f82bbd9ffb066
,,Polished Battle Hammer,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace5.png?scale=1&w=2&h=3&v=a5b432d101b0b584c9498f6716af3185,38e0ba7c6c5c14cae7c1bd5b11d5cc02869fffcddae10e29479615b777154e34
,Corruption Bane,Siege Axe,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe3.png?scale=1&w=2&h=3&v=b2537cc31a2470a434ee7c8488ed758e,f0936b4c65ff7228207a660143fd96863177ec412cc7b8d74f7b33348cfe98b7
,Grim Halo,Eternal Burgonet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStr11.png?scale=1&w=2&h=2&v=342bd7655177cacda3928e191d7eb83c,c0667e1ae3b0262639d9d091172f7703b45bd136ad16c2abbf1eac89762b9861
,Vengeance Finger,Topaz Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring5.png?scale=1&w=1&h=1&v=d645f9adfc012c52674c94d16b4292b2,2bf36e9c30bf9ea28c62c5a2c17eefad7aab3ee85628b2a08e31a8dcb7e5c546

MathSwordBleeds,Mathman200,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Mathman200/characters
,,Broad Axe of the Lynx,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe5.png?scale=1&w=2&h=3&v=913631b05da407c9267ef35e9d797fd3,d247a7f169190c604f48899428d37871a2f7c40082ef99d7baa3199fe5284523
,,War Sword,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword5.png?scale=1&w=2&h=3&v=20d0442f22b206975e82638308fbfe3b,e1c529b5038ec4a0f444c69aeece47dc2fa2f148a9279433271cc0a29274da2a

MeloTS,Melona,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Melona/characters
,Chimeric Heart,Onyx Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet7.png?scale=1&w=1&h=1&v=ecac1e6f4574572eeef0379d955811cd,e1f2cd5c1ff907b9bde902c5bbebb6ecdba23c73c4503ce19c0a779874d77394

ProtoLocos,protolocos,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/protolocos/characters
,,Terror Maul,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace7.png?scale=1&w=2&h=4&v=d6896e22028d3fdbc01f4cafb6fe924e,239bea31f6f9434be10b36ddb5716d06fcbe57dd13620a152ff8a65c5724e145

GluteyLegionVSpark,Glutey,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Glutey/characters
,Soul Grip,Stealth Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesDex3.png?scale=1&w=2&h=2&v=d5a5416dc93881e778df10042df871aa,add75c721112734d48059304f137650d147086ef6a2567a49e88394b4e49008f
,Chimeric Noose,Spinefuse Talisman,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/TalismanRed3.png?scale=1&w=1&h=1&v=deb90968f8111da55a4a9b0d8a11694f,fa6ab6c3f687d0f0110ab05391e29dd9da38b1816293a56a86cbbfbe2f291585
,Sol Span,Slink Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsDex4.png?scale=1&w=2&h=2&v=62a68c142ba5a605dcf6b6603bf0ab0c,297f00514f6f98d7be26977d8f4770c2908175f6865d89e3e2d68055c3b2b9f6

SpinBallPotato,PotatoThief,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/PotatoThief/characters
,Golem Etcher,Chest Splitter,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe6.png?scale=1&w=2&h=3&v=6c8bf90402b412cfa37f021c9feacecf,97dc48a9a26c690e580bd6a03bbb5a3703c98e1b776174e317dd531895234bd3

TarkeMad,tarke,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/tarke/characters
,Corpse Gorget,Turquoise Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/TurquoiseAmulet.png?scale=1&w=1&h=1&v=484a8eac4316c65308deea4efcfbb621,26fbd10f182c3bed53efb3267648b542dd372dcf8bdf0404a990b51b69264bbb
,Glyph Wrap,Majestic Plate,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStr3C.png?scale=1&w=2&h=3&v=6bbdcc26e9e31b2cf79a6f0fecdf573f,8af0c26f5d81a947c83189a5d704ba0bbfc2c02a5fba75e81c7fda1dca277f88
,,Sparkling Claw,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Claws/Claw7.png?scale=1&w=2&h=2&v=3933dade22ef069ff0d05b1668c7002a,7645ce650ed446e7b22d06a75c276bc098d9605e2e489313ea697b11b64a0f0b
,,Antique Rapier,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier6.png?scale=1&w=1&h=4&v=711d06ad04a80ad6442cbe1f940cbc51,da7a181ff18d08f29afc893df40db3869de670e90e865f42647b5771a9608b28
,Honour Paw,Assassin's Mitts,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesDexInt2.png?scale=1&w=2&h=2&v=8301a0119606f022ec99a9723749003d,03fa374f8e97c47e2a186ab2b1f1927ac14723c4c9b55f6da20c4fae3f569fbc
,Cataclysm Skewer,Spike-Point Arrow Quiver,Offhand,https://web.poecdn.com/image/Art/2DItems/Quivers/QuiverSpike-Point.png?scale=1&w=2&h=3&v=1bd153027f337b59c30957890e223974,1a35962c7d8eaa710e398c6de9837a4b7525a3df2e47538113709059051a39f4
,Horror Band,Sapphire Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring6.png?scale=1&w=1&h=1&v=23acb19022be4c89b3260db63dd1ca05,9dadcd39908593be5fe8ca151127e5826c72e1bc2a3798202c97bd9c012133b3
,Invasion League,Conjurer Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsInt4.png?scale=1&w=2&h=2&v=4808dffa0aa9745b57119af9319d0be3,368a5e8ea7da0edb4b908570dec1abf27ba739a841debee57e69dd5da0e6449f

SerBananaJones,PotionBlade3363,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/PotionBlade3363/characters
,Glyph Coil,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/TopazSapphire.png?scale=1&w=1&h=1&v=b7334698bf04b28f755467f256a3276b,363a225ea3ce9c8cb0e5f9d4799b35f52de36801aa48aba17fda88aa945f88ab
,,Ceremonial Axe,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe7.png?scale=1&w=2&h=3&v=f63cc1ee4b4855b1632e72ed79dd568c,b5bcab680230c6cd5870d8f7299f5bd215df6fde23d72d19868b2f4fa58c5f2a
,Vengeance Snare,Rustic Sash,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt1.png?scale=1&w=2&h=1&v=a40ff49a65beb9e722af0f85159432f1,fe59666fa1ef57da363ab3d6fe94558267055030c30f201b334b629896367c00
,Eagle Rosary,Agate Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/AgateAmulet.png?scale=1&w=1&h=1&v=616cdaa894e5fcb0684cbeab3f90c4bc,fefa84780170657b90850b51d98171ff967a0be329df75850093901f7ec6d23d
,Ghoul Mitts,Soldier Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStrInt3.png?scale=1&w=2&h=2&v=6121a1f24b6a6b016f4f62266feb4965,990461927067a87900debc71a7f183d047995a83ac08ccd684a80a9baf5f3553
,Gale Span,Titan Greaves,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStr4.png?scale=1&w=2&h=2&v=e26e440ce9b34d249004f0c063d3fe12,0ec09dd74e5bf25dab1e85ec2a571b63d58853b2dad0fb44f24b43d97188ecba

EDCLasVegas,DrZuloo,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/DrZuloo/characters
,Horror Girdle,Stygian Vise,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/AbyssBelt.png?scale=1&w=2&h=1&v=cd7c25de181e6a77812020eb6e867971,f79d6e255ee78ec5c6b812fe4e2ef5b023dfab125a25fa9fce1cf75efe4b71e0
,Victory Loop,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/TopazRuby.png?scale=1&w=1&h=1&v=0bd3c7197b952981eb21cb0dc278c04d,166fff8b22718207bc28d8eb2dc1d6836f686cacb2178871bf70319be422bff8
,,Carved Wand,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand3.png?scale=1&w=1&h=3&v=ac9f7eee09f5a8f580151298712f2a9e,44a7492df83a393ca41ef2a15e6af8b6c3e8a93295d4e7f97c6e51121ee0dec7
,,Carved Wand,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand3.png?scale=1&w=1&h=3&v=ac9f7eee09f5a8f580151298712f2a9e,8b17bed34d2ccbea3dd3a249c201011de5cb5f88228156377c8b13d81ae53c18
,Corruption Knot,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/TopazSapphire.png?scale=1&w=1&h=1&v=b7334698bf04b28f755467f256a3276b,d293fe1e474f318efdd4bb91628db84216df8c878248548fc5881e6dde7eb64d
,Wrath Rosary,Fangjaw Talisman,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/TalismanBlack5.png?scale=1&w=1&h=1&v=e86ae653abf39dd0131eaeb8d591b638,adf0acdd6a3644e28c22075d3e61af27c2a27578ec55367a7e1a7d28f898e7af
,Blood Urge,Legion Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrInt2.png?scale=1&w=2&h=2&v=9a8ce1f6169c2ad274efc202693b7293,2ea7c088f457e4f2f303d711de2d6b6dc8ab082f373b16af998258d61c8425b2

aSparkers,kahakan,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/kahakan/characters
,Gloom Goad,Carnal Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsDexInt4.png?scale=1&w=2&h=2&v=bfbd6b83d1a5a8dafbae030a0041b5fe,e30efbfc143627afc298a08287840efc9283e8184b326692843017dbac20177e
,Damnation Grip,Legion Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStrInt2.png?scale=1&w=2&h=2&v=153d4e2d2b2947493dd182400e6e3c07,2eb263c5643f1d3eb624e82427d9c7654a72f289225b35f8b6a07fcc4ba2bb47
,Pandemonium Spiral,Sapphire Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring6.png?scale=1&w=1&h=1&v=23acb19022be4c89b3260db63dd1ca05,d3372aa7b1f854860d5ee07bf2897478686795679e7b01c2b3788c57148b0fbb
,Grim Sanctuary,Fossilised Spirit Shield,Offhand2,https://web.poecdn.com/image/Art/2DItems/Armours/Shields/ShieldInt3.png?scale=1&w=2&h=2&v=0b4ca72b3f1678f750402c910c3fb09c,f5df59f556b677e22a2ce392571aa9824c3c39e781e6f82dc3b939b8b040d205
,Maelström Tether,Chain Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt2.png?scale=1&w=2&h=1&v=05d53adc2875453b6b6bb2652ee3d74d,f7519409173d866a3bb6cca3e1840de0d0a6a9c7941ee7ac4ac213a196b55d03
,Brood Guardian,Fluted Bascinet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStrDex8.png?scale=1&w=2&h=2&v=e041f1d30cb6e997023b09d2a822b7a6,13acf1a20e85d3746f60e243a7b1e90c1383c7905176a9d05d3291a4a6126343

Trudorc_ricardoFlick,Trudorc,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Trudorc/characters
,,Jasper Axe,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe2.png?scale=1&w=2&h=3&v=e856f7a39b267f11a7a1a01b11412f61,b96d5a27901ad044f0e747eb56cbf56ad834b20a0738dd43bc16c08d64087153
,,Petrified Club of Bloodletting,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace2.png?scale=1&w=1&h=3&v=a46820a7c96f601ec6412fa51e8a86cd,9e3571081704662fb618091ec5e4aaf744d89a54ccb673a0764f97e2ebe84ba8
,Corpse Knot,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/TopazRuby.png?scale=1&w=1&h=1&v=0bd3c7197b952981eb21cb0dc278c04d,984e561dbfa4cec79d04eec9d6cf87cfba580df6658946fadbd6fe693c8c062c
,Eagle Scarab,Lapis Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet5.png?scale=1&w=1&h=1&v=574b38016f547495a51268177882d5cc,d7dd186125683827c6efd45e6e94cb56e067e15684635d856c0b36ef493d718e
,Demon Fingers,Titan Gauntlets,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStr4.png?scale=1&w=2&h=2&v=b2997b2df11d3b19cbb6a4c3054acda6,86833ab96f96bc4a2728af6547a41efb659107a6d65ff408d5ce744807433054
,Bramble Gyre,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/TopazRuby.png?scale=1&w=1&h=1&v=0bd3c7197b952981eb21cb0dc278c04d,d77c6051336f3193867e58d4ed05db9bdfbab3172f6cd12b935e26627c51e947
,Grim March,Slink Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsDex4.png?scale=1&w=2&h=2&v=62a68c142ba5a605dcf6b6603bf0ab0c,89f29bcf079cc7792719cf920fe9df790d17989c9bc38c5cbac8d1cfce5228f7

ZERKYLADHH,Alph4Numb3r,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Alph4Numb3r/characters
,Maelström Pace,Shagreen Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsDex4.png?scale=1&w=2&h=2&v=62a68c142ba5a605dcf6b6603bf0ab0c,c41b71511f440b8f39a0b05556462fd72e7f7966701aaaa10bc0a612b3d5049a
,Phoenix Grasp,Topaz Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring5.png?scale=1&w=1&h=1&v=d645f9adfc012c52674c94d16b4292b2,8e32ce5f0d38430104a1032a7811c126b0a8fc7eeef82718c4dd010e902eeeee
,Empyrean Choker,Jade Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet4.png?scale=1&w=1&h=1&v=cc3ec167ca9ea10dfa05b2d55b5dcf62,f957ad2400f65a3695aee9edc45d5047c876d0456bb1a87001008250cb285c1b
,Skull Dome,Lion Pelt,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetDex10.png?scale=1&w=2&h=2&v=429392c896c4a48b46ed48d4e2e89e7f,185f13389c630afc0159750b6fdc201008cd41ec036a030d0a433e400b8b6575
,Damnation Beak,Corsair Sword,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword3.png?scale=1&w=1&h=3&v=0bf4b174a0c80b2fd80a12026ed04a05,82dd23fdf9a8632131814b54d4e911ac891c61f3621d5dc5f8cc5e2caed93d55
,Damnation Finger,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/TopazSapphire.png?scale=1&w=1&h=1&v=b7334698bf04b28f755467f256a3276b,9d77f1014b3a3a51dcb13038488a4f99f6f63976c603105f874949f2db8aab19

AvorrhStrike,critikill,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/critikill/characters
,Fate Impaler,Corsair Sword,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword3.png?scale=1&w=1&h=3&v=0bf4b174a0c80b2fd80a12026ed04a05,c0521918fe583bf081cd641f068caad17605ef75ef83083e454d2f8255e644da
,Wrath Bite,Corsair Sword,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword3.png?scale=1&w=1&h=3&v=0bf4b174a0c80b2fd80a12026ed04a05,e95af401362225186a3556c83630cd8422b77777e57ae2ea7431fc7ba379c959
,Vengeance Palm,Assassin's Mitts,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesDexInt2.png?scale=1&w=2&h=2&v=8301a0119606f022ec99a9723749003d,3afa1ff23f1b56950790e39c915352820b4019562e8682cd467f4063a5f0ca10
,Dread Track,Goliath Greaves,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStr4.png?scale=1&w=2&h=2&v=e26e440ce9b34d249004f0c063d3fe12,c650f65a3c25b02f5162073a2f3fa9b67447e52553c7d1b72b3fd8c0a5b2fc5f
,Rapture Cord,Leather Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt3.png?scale=1&w=2&h=1&v=a559821037f54c94dae053b90bcea363,5802d17f2ff1dfd8e15710eac5e3912483760a794f3702442738931adc4baa5d
,Agony Corona,Ursine Pelt,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetDex7.png?scale=1&w=2&h=2&v=8d01ba9ab32a8d671bcc66c25c0e90ec,cd070e1ad8322235fdd37f20b3067ede0127c3cdf910a91c19f4db117bdea3a5
,Blood Turn,Paua Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring3.png?scale=1&w=1&h=1&v=bc351f5121b5d5d052733fa5be0f79ca,74a7d1c600e9d99a3631548a6f6c956ae2e581c3e1ab126e2cb4617b41c59b71
,Kraken Wrap,Golden Plate,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStr1B.png?scale=1&w=2&h=3&v=6c6b69e01fc02c25ec7455b8e72dba87,1b6fbfab1d328a8ba4173a0a13937033fc4532f3a8719a96a045358c2d3c3670
,Rift Eye,Steel Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/AdamantineRing.png?scale=1&w=1&h=1&v=5abffedbb47cfea917c733bf16d361ad,f7acbf7fbfb17a6886df9fbd3ee2ab5241aa1eb76c93feff3f750e17fa363a9f

ThirdTymsACharm,Deskroid,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Deskroid/characters
,Phoenix Tether,Heavy Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt5.png?scale=1&w=2&h=1&v=5aa764352f06af8fd3231e6a52d710f5,70608cfc266a11b8361295a9abe4f1581817c625c7194e800dc36aa4224be342
,,Sabre,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword3.png?scale=1&w=1&h=3&v=0bf4b174a0c80b2fd80a12026ed04a05,c396070a6d54a0ebc4cee07fad8ae3f1e2a1acd00ec94cc00c8d47a5afb11d06
,,Sanguine Spiked Bundle,Offhand2,https://web.poecdn.com/image/Art/2DItems/Armours/Shields/ShieldDexInt1.png?scale=1&w=2&h=2&v=ad0d668f95ef2780285aaf20c628a8fb,548ffc6d1af81db7944051fb78c48427e1498246e136ff4d809049ec22f2aeb9
